Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
France,FRA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,11.3,11.9,11.6,11.5,11.1,10.6,10.4,10.4,10.4,10.4,9.9,9.7,9.4,8.8,8.4,8,8,7.8,7.6,
Faroe Islands,FRO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,11,10.3,10.5,10.8,11.1,11.1,11,11,11,11,11.3,11.5,11.6,11.6,12.2,12,12.3,12.6,12.7,
Gabon,GAB,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.1,4.6,4.5,4.1,4.1,4.7,4.3,4.5,3.8,3.6,3.4,2.7,2.5,3.1,3.1,2.7,2.6,2.5,2.4,
United Kingdom,GBR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.9,4.1,4.1,4.3,4.1,3.8,3.6,3.8,3.7,3.7,3.9,3.7,3.8,4,4.4,4.1,4.1,4.1,4,
Georgia,GEO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.7,3.4,3,3.1,2.5,2.3,2.4,2.7,3.4,2.9,3,2.9,3.1,3.5,3.6,3.5,3.1,3.1,3,
Ghana,GHA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.9,1.9,2,2,2,2,2.1,2,2,2,1.8,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.2,
Gibraltar,GIB,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.9,4,4,4,4,4.3,4.5,4.5,4.6,4.8,5,5,5.1,4.9,5.1,5.1,5,4.8,4.9,
"Gambia, The",GMB,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.5,3.4,3.5,3.5,3.5,3.4,3.3,3.1,3,3,3,
Guinea-Bissau,GNB,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.9,4.8,4.7,4.7,4.6,4.6,4.6,4.7,4.6,4.6,4.5,4.3,4.4,4.3,4.1,4.1,4.1,3.9,3.9,
Equatorial Guinea,GNQ,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.1,4.7,4.9,5,5,5.7,5.8,6.2,6.9,6.9,6.5,6.1,5.7,6.2,7.1,6.7,5.9,5.7,6,
Greece,GRC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.9,1.2,1.2,1.2,1.4,1.2,1.1,1.2,1.1,0.7,1.5,1.7,2,2.2,2,1.6,2,1.9,1.9,
Grenada,GRD,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7,0.5,0.5,0.7,0.6,1.4,0.6,0.7,0,0,0,0.6,0.6,1.1,0.5,1,0.5,0.6,0.7,
Greenland,GRL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.8,3.9,3.9,4,4,3.9,3.5,3.3,3.5,3.2,3,2.9,2.9,2.9,2.9,2.8,2.7,2.6,2.6,
Guam,GUM,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,14.9,13.5,15.5,14.7,14,14.6,14.6,14.1,18.3,15.2,14.5,15.7,17.4,13.9,16.2,16.4,16.7,17.1,17.4,
High income,HIC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98753737915416,6.84262692315261,7.12228989122018,7.28440325098778,7.28537585229716,7.2636177021084,7.08835608502933,7.29575181167255,7.35280332625839,7.50280361782811,7.46546694539689,7.49698663423532,7.30451961968927,7.33265427265353,7.23207555127887,7.20515367260778,6.91509623726924,6.88250004921985,6.91640183492604,6.8664833480184,
"Hong Kong SAR, China",HKG,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Heavily indebted poor countries (HIPC),HPC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87375051699127,4.70430208539392,4.52710510071522,4.44008405465398,4.3365327978274,4.30157873190526,4.26692964855699,4.14865283120301,4.09201095249627,4.07105669660321,3.97456542561424,3.85368951009544,3.66368004053409,3.51691267209928,3.38698338966551,3.31044151387967,3.24471096487175,3.15966468078132,3.12721381475784,3.12566827645655,
Croatia,HRV,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,9.8,10,8.5,10.2,9.9,10,9,8.3,7.8,9,8.4,8.6,7,8.7,9.2,7.8,7.6,8.1,8.1,
Haiti,HTI,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.5,9.4,9.3,8.9,9.4,9.5,9.7,9.6,9.7,10.1,9.2,8.8,8.7,8.6,8.5,8.2,7.8,7.7,7.6,
Hungary,HUN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,13.2,12.5,12.2,12.5,11.6,11.8,11.3,11.3,11.1,11,11.5,11.4,10.4,9.3,9.9,9.3,8.2,8.1,8.3,
IBRD only,IBD,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9720716683313,10.1863995904456,9.54551312677677,9.3557260961262,9.33939945447037,9.25647154893866,8.84930507087937,8.42226861225669,8.14861673258526,7.91570420419745,7.84611529970811,7.56823634380304,7.14780917537082,6.86731807517231,6.54688908213019,6.39182707426123,6.25758438211339,6.19580016921751,6.31404417538596,6.27864544297635,
IDA & IBRD total,IBT,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52525825521893,8.87108917023676,8.33783205598434,8.16377428140093,8.1246520376943,8.03932244917713,7.72025249745439,7.36314145346146,7.13507214326538,6.93855484211304,6.84940519061193,6.60170714104583,6.24940709346594,6.01099887793117,5.73748566164859,5.59666673827904,5.47454332457801,5.39857255643107,5.47167661923457,5.43185873141149,
IDA total,IDA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21600804174543,4.10674559124085,4.02022526787755,3.95794303942095,3.89474565218778,3.8572160525867,3.89305924168621,3.82208217276264,3.79255187483724,3.75928065370185,3.65018337052591,3.5398667907926,3.43905345437747,3.36548512072247,3.2681291506755,3.20157363105185,3.14623792781706,3.05888321374114,3.03296965324654,3.01481073698724,
IDA blend,IDB,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27826146131332,4.24094679950097,4.23556788010501,4.18833455397235,4.19736939328053,4.14914442005098,4.26288103484477,4.24708378798425,4.27961066485213,4.20942820204772,4.08723078947398,3.94490776410422,3.87829756264547,3.90621008523236,3.8448887585739,3.72918882340411,3.67026524559656,3.57227538913487,3.51805735371755,3.43970624307443,
Indonesia,IDN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.8,1.8,1.7,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,
IDA only,IDX,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18517561645434,4.04032907528709,3.91376041015089,3.84416890748729,3.74545481637755,3.71330711441905,3.71082717451739,3.61266880862566,3.55248113537237,3.53725986149449,3.43426982881421,3.33940009186248,3.22139145216578,3.09718374886924,2.98159437214126,2.93919871150831,2.8854755895869,2.80332377708382,2.79147947649656,2.80331428301423,
Isle of Man,IMN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,15.9,15,14,13.6,13.7,13.5,12.9,12.6,12.4,12.9,12.8,12.2,11.8,11,10.8,10.6,10.5,11,11.1,
Not classified,INX,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.5,4.5,5.6,4.2,5.1,4.5,5,5.9,5.4,5.4,4.6,4.5,4.7,4,4,4,4.1,4,3.9,
"Iran, Islamic Rep.",IRN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.1,5.9,5.5,5.3,4.9,4.6,4.8,4.5,4.3,4.3,4.3,4.1,3.8,3.6,3.3,3.2,3,2.9,2.8,
Iraq,IRQ,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,2.7,2.5,2.5,2.5,2.4,2.3,2.3,2.4,2.5,2.6,2.6,2.5,2.4,2.4,2.3,2.2,2.1,2,
Iceland,ISL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.4,6.2,5.7,7.3,8.3,7.8,10.3,8.9,8.5,5.8,5.4,8.6,7.3,9.4,5.9,4.6,2.7,3.8,3.9,
Israel,ISR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.5,2.9,2.5,2.7,3.8,2.7,2,2,2.7,2.5,2.4,2.3,2.6,2.5,2.1,2.1,2.5,2.4,2.3,
Italy,ITA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.6,3.5,3.8,3.5,3.5,3.4,3.3,3.4,3.4,3.2,3.3,3.6,3.7,3.5,3.6,3.2,3.5,3.5,3.5,
Jamaica,JAM,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.9,1,1.1,1,1,1,1.1,
Jordan,JOR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.7,1.6,1.6,1.6,1.3,1.2,1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,
Japan,JPN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,13,13.1,13.8,13.2,13.2,13.5,14.2,13.9,13.8,13.8,14.3,12.9,12.9,12.3,11.4,10.5,10.1,10.2,9.2,
Kazakhstan,KAZ,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.8,12.1,12.4,12.4,12.3,12.3,12.3,12,10.9,10.5,10,9.6,9.2,8.5,8.2,7.8,7.6,7.1,6.8,
Kenya,KEN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.9,3.6,3.2,2.7,3,3,3.4,3.4,3.3,3.4,3.1,3,3.2,3.1,2.9,2.8,2.8,3.1,3.2,
Kyrgyz Republic,KGZ,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.3,4.7,4.6,4.4,4.8,4.7,4.7,4.6,4.8,4.6,4.8,4.4,4,4.1,3.9,3.7,3.5,3.4,3.2,
Cambodia,KHM,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.9,3.8,3.7,3.8,3.8,3.7,3.6,3.4,3.2,3.2,3.1,3.1,3,2.9,2.9,2.9,2.8,2.8,2.8,
Kiribati,KIR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.8,9.8,9.6,9.6,9.6,9.6,9.8,9.9,9.8,9.7,9.7,9.6,9.6,9.5,9.4,9.3,9.1,8.6,8.7,
St. Kitts and Nevis,KNA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.5,12,15.1,16.1,17.9,15.5,19.5,20.4,24.4,23,21.9,19.5,18.6,17.2,16.5,16,14.7,15.9,16.9,
Kuwait,KWT,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.5,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,
Latin America & Caribbean (excluding high income),LAC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36630412534609,2.51035336889014,2.5876790994009,2.46982943815603,2.44042065492587,2.48022236567698,2.40774832204966,2.47599595780506,2.51950530185731,2.57246111517048,2.57127628035568,2.63024389505366,2.63329462164668,2.61346291299889,2.6721565789824,2.77481992352331,2.6271512100527,2.82180900443657,2.81766288185062,2.74636387606272,
Lao PDR,LAO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,5.4,5.2,5,5,4.8,4.6,4.5,4.3,4.2,4.1,3.8,3.7,3.5,3.5,3.4,3.4,3.3,3.2,
Lebanon,LBN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.2,2.1,2,2,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.8,1.6,1.7,
Liberia,LBR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.8,3.8,3.9,4.2,3.9,4,4.2,4.1,3.9,3.9,4,4,3.9,4,3.7,3.7,3.7,3.5,3.3,
Libya,LBY,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9,2.9,2.7,2.5,2.5,2.5,3.2,3.4,3.9,3.7,3.2,3.4,3.1,3.2,3.1,3,3.2,3.4,2.9,
St. Lucia,LCA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.8,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.7,1.6,1.8,1.8,1.8,1.8,1.6,1.7,1.7,1.7,
Latin America & Caribbean,LCN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3719057269582,2.51692786692164,2.60514858738022,2.48367109277442,2.44456630780843,2.48054521259572,2.41544608431897,2.50072151979126,2.54617246086484,2.59435606736392,2.57929392599714,2.62128805834722,2.611687799049,2.58193169705572,2.63140527539183,2.7467334239135,2.60315898115472,2.76670218554668,2.76445140374888,2.70228890529887,
Least developed countries: UN classification,LDC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33136047979721,4.18516269141387,4.06164087784123,3.99028918390435,3.89268896936121,3.86197415009642,3.85743594174166,3.73050750710301,3.68380465431368,3.63757221912217,3.52841892619647,3.43212077499601,3.30446045576321,3.16795008983935,3.04763427588895,3.01130030509719,2.96115570804142,2.87299554104686,2.86188504527922,2.87778015253223,
Low income,LIC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84513309696709,4.71414790992133,4.58223577035967,4.49506563934915,4.41686564573153,4.37637423431967,4.32418604748994,4.21163800189538,4.17083138845899,4.127586329384,4.03413484670581,3.94730134266517,3.79438893237895,3.65077749090493,3.55308824533499,3.51774038469146,3.47112384191428,3.38752490527292,3.37939533377057,3.38119607294087,
Liechtenstein,LIE,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,10.2,9.9,10.2,9.8,18.8,8,8.7,8,8.7,11.4,7.4,7.1,6.7,5.2,6.7,6.6,6.4,6.3,6.2,
Lower middle income,LMC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28967986366725,8.9679459861009,8.55070547115638,8.0781762240789,7.84891485777998,7.92024268039108,7.74088534904602,7.46740358276232,7.31047892292015,7.19135943421023,7.36126256570793,7.23366114137149,6.92420587929768,6.71075098230246,6.31109730742155,6.17545421854564,6.05018351110921,5.94450528872834,6.11558615602025,6.13200536343309,
Low & middle income,LMY,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61909398251242,8.95692713029895,8.40908204252516,8.23494763990586,8.19353471366629,8.10602009049963,7.78115088288677,7.42137312660403,7.19251417700607,6.98957468084051,6.90423527931608,6.65828197163298,6.30054762323699,6.06137887719909,5.78552007200683,5.64426530960423,5.52603108088949,5.44994490057925,5.52214583581865,5.48127603111003,
Lesotho,LSO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,12.3,12.9,14.7,15,14.4,18.8,19.1,25.9,26,25.9,29.4,34.5,37.5,39.5,39.3,36,30.8,29.9,30.1,
Late-demographic dividend,LTE,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6496715752827,10.3718688900414,9.54840762480003,9.71401742409765,9.93343416273906,9.75307534436739,9.11284978190396,8.58205915229361,8.17834422739257,7.83133630252521,7.4643691244706,6.99267383599928,6.52447587534164,6.23604066543553,6.01651185260012,5.85513407703018,5.72586035541908,5.66922491054637,5.64263540901015,5.52801920890691,
Lithuania,LTU,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,16.3,14,15.3,15.3,14.4,12.3,11.4,12.4,12.2,12.9,14.2,12.5,13.9,11.6,11.9,9.6,11.5,10.1,9.6,
Luxembourg,LUX,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,9.2,8.3,8.9,5.7,6.7,7.5,7.8,7.8,6.4,6.8,7.4,7.7,7,9.1,7.7,6.4,6,6.7,7.1,
Latvia,LVA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,11.5,12.8,11,9.5,10.2,7.1,8.1,9.4,9.2,5.9,7.2,7.3,6.2,7.1,8.4,8.2,8.3,4.3,7,
"Macao SAR, China",MAC,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.5,7.4,7.3,7.1,7.1,6.9,6.9,6.7,6.6,6.4,6.2,6,5.8,5.5,5.3,5.1,5,4.8,4.7,
Monaco,MCO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.8,5.8,5.3,5.8,5.9,5.7,5,6.3,5.6,5.8,4.4,5.9,5.2,4.7,5.4,4.7,4,3.8,4.1,
Madagascar,MDG,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.4,3.5,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.4,
Maldives,MDV,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,1.4,1.3,1.1,1.1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Middle East & North Africa,MEA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81814235655784,3.76314027024653,3.68808670232586,3.53577840196569,3.448479649392,3.34178446836071,3.21046094935636,3.20697008002264,3.1194340572863,3.0793008992131,3.0810089716431,3.04881759401752,3.01482316615971,2.8931391739009,2.79961310014686,2.71586131147348,2.63258905080798,2.56125314794751,2.52923494550153,2.46983642648915,
Mexico,MEX,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.4,1.3,1.4,1.3,1.4,1.3,1.5,1.7,1.8,1.7,2,1.9,2,2.3,2.3,2.1,2.2,2.2,2.2,
Marshall Islands,MHL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
